ID,y
1,78.5558326586872
2,93.317450799081
3,79.17633970252872
4,78.5558326586872
5,113.10733802103974
8,92.43017861365988
10,112.92710015194628
11,93.5381902226217
12,117.31307461897771
14,94.13905204335785
15,116.68256023305098
16,102.8113652570986
17,94.19392027425104
19,94.3617060105648
20,104.50127261973346
21,92.98391267991745
22,116.68256023305098
23,94.19392027425104
26,95.09035116868215
28,92.94289884448278
29,94.19392027425104
33,94.19392027425104
35,95.09035116868215
41,94.19392027425104
42,94.73466301858942
43,118.40755142957367
45,103.90584206769458
46,103.36509932335619
51,95.26318141914439
53,76.90515603111496
55,113.10733802103974
56,92.58141297150186
57,103.58405708902156
58,93.2702847873901
59,103.9812516489766
63,112.93710749403148
64,94.66978744561104
65,104.50127261973346
69,93.63006460162866
71,94.43407764060615
72,102.2662677945391
73,96.15155564100519
76,103.9812516489766
77,105.62392540308089
78,115.4446664140226
82,95.30030183153777
83,104.50127261973346
84,93.33113670691696
85,102.8113652570986
87,111.84263068343552
88,94.19392027425104
89,113.55761453787301
91,93.317450799081
93,94.93380654950987
94,105.52046785365658
95,91.92393720961147
96,113.01687179353462
97,94.73466301858942
98,112.92710015194628
99,92.68693641315427
101,103.90584206769458
103,113.55761453787301
104,92.27363399448758
105,112.3963647496931
110,95.5643209354366
111,111.84263068343552
113,112.46313772727704
114,93.52465542425584
115,111.8186561718227
117,113.55761453787301
120,92.27363399448758
121,113.55761453787301
122,94.19392027425104
123,113.10733802103974
126,113.55761453787301
132,113.55761453787301
135,103.0040473517014
137,105.03534689999219
138,94.75955908719938
140,91.95089858557513
142,110.411202545379
144,113.66107208729731
148,92.43017861365988
149,113.01687179353462
155,94.19392027425104
156,112.46313772727704
157,94.73466301858942
162,113.86812560300204
163,95.5643209354366
167,94.73466301858942
172,118.40755142957367
179,112.46313772727704
180,94.19392027425104
181,111.7270998996979
182,95.53104859716366
183,113.55761453787301
185,113.55761453787301
187,113.55761453787301
188,95.30030183153777
189,94.41192760967697
191,94.21761352417221
192,113.53364002626019
193,94.41192760967697
194,112.93710749403148
195,93.57341323040951
196,113.55761453787301
198,95.64408523493974
199,113.45328315216307
201,104.50127261973346
204,94.12904470127265
205,102.8113652570986
206,93.78141322375023
210,93.9616510928437
211,103.90584206769458
216,113.55761453787301
219,117.31307461897771
220,93.14152504022573
221,112.30659310810475
226,111.7270998996979
227,94.49144001746087
228,113.01687179353462
230,112.3963647496931
